"","diameter","albedo","a","q","n","per","moid","t_jup","sigma_a","class_var"
"16",135.68,0.241,2.40978178898332,2.06743208323163,0.263473837406569,1366.35957309295,1.08461,3.506,3.5847e-09,"S"
"19",107.53,0.2536,2.62568342883259,2.00869005360568,0.231654386920691,1554.03920808652,1.04633,3.341,4.9897e-09,"S"
"20",61.054,0.35,2.40016056631098,1.7890463285871,0.2650596557723,1358.18481673899,0.923495,3.389,3.7443e-09,"S"
"21",94.8,0.1966,2.65433088715655,2.41505658977712,0.227914251624621,1579.54141715072,1.40287,3.38,8.2327e-09,"S"
"22",120.9,0.1763,2.7757659324725,2.35423089283492,0.213122750292062,1689.16739065472,1.37086,3.299,5.799e-09,"S"
"23",189.559,0.216,2.55411356493733,2.36844090346979,0.241459206147271,1490.93507654634,1.3871,3.427,4.4144e-09,"S"
"24",92.787,0.192,2.36557213441432,2.06377011542435,0.270894245961113,1328.93188160105,1.0709,3.536,3.6331e-09,"S"
"26",80.76,0.2564,2.58850776252398,2.37909394900948,0.23666272802556,1521.15207579759,1.37704,3.41,8.8021e-09,"S"
"27",52.929,0.24,2.87345553103382,1.92134665038382,0.202347271755998,1779.11961389876,0.913808,3.212,7.9598e-09,"S"
"32",179.484,0.269,2.76931901370579,2.46060758041819,0.213867401446757,1683.28598732062,1.46215,3.305,5.1202e-09,"S"
"33",111.251,0.22,2.26724651934877,2.1606375769631,0.28870609870345,1246.94283084674,1.16159,3.61,2.7357e-09,"S"
"52",43.218,0.373,2.39229953575061,1.95079024374725,0.266367196561743,1351.51777188357,0.971724,3.505,5.4589e-09,"S"
"55",116.044,0.125,2.39543090448221,2.09143760577777,0.265845064241696,1354.17221691467,1.08249,3.511,4.1985e-09,"S"
"59",56.309,0.228,2.42134054173754,1.97235879741441,0.261589473247344,1376.20216720114,0.967588,3.482,6.2942e-09,"S"
"68",63.479,0.287,2.44671233724891,1.98193141156742,0.257531113785603,1397.88934512862,0.99198,3.469,4.7521e-09,"S"
"71",57.621,0.167,2.76290133255214,2.15482616179462,0.214612992412329,1677.43805234467,1.17092,3.303,5.4113e-09,"S"
"76",145.483,0.189,2.55001216004737,2.07890247987845,0.242041979878368,1487.34529514636,1.10012,3.362,5.6259e-09,"K"
"86",85.734,0.205,3.08728325198111,2.56490208287855,0.181693486432679,1981.35886469099,1.54987,3.194,1.3915e-08,"S"
"87",65.84,0.1898,2.58380089211599,2.22146657166553,0.237309709737407,1517.00493164968,1.21145,3.387,9.1096e-09,"S"
"89",83.908,0.217,2.70165665262013,2.48768887789565,0.221951887086797,1621.9731434823,1.47464,3.356,8.9416e-09,"S"
"102",71.7,0.256,2.76628864886941,2.37330925071253,0.214218923175399,1680.5238055708,1.38617,3.322,9.8718e-09,"S"
"105",57.3,0.2306,2.58125824794162,2.37358202595844,0.237660435620229,1514.76622122861,1.37392,3.413,5.809e-09,"S"
"110",88.648,0.128,2.63077646717231,2.43217157631784,0.230982007405218,1558.56295494238,1.41966,3.394,7.6561e-09,"S"
"128",97.75,0.164,2.77150905283853,2.25309550173991,0.213613955347805,1685.28315209486,1.37349,3.174,7.9456e-09,"S"
"130",39.037,0.233,2.59151599067091,2.50528957150075,0.236250770986365,1523.80455097341,1.51343,3.41,9.2501e-09,"S"
"135",39.025,0.213,2.87094934625979,2.72286669800725,0.202612287041709,1776.79253936802,1.73552,3.296,1.2735e-08,"S"
"146",37.517,0.188,2.35800945061912,2.04937234704769,0.272198521459714,1322.5641273488,1.0393,3.535,6.8305e-09,"S"
"147",33.136,0.282,2.55378653582551,2.39131268837727,0.241505588284073,1490.64873636194,1.41245,3.392,8.9555e-09,"S"
"151",64.849,0.169,2.86228459814793,2.45818502730475,0.203533009108759,1768.75486475824,1.47493,3.254,1.2357e-08,"S"
"156",69.946,0.198,2.97611085474428,2.64439956310379,0.191968697447553,1875.30573883461,1.65329,3.238,1.5021e-08,"S"
"165",35.752,0.242,2.76110714384128,2.26662143731659,0.214822212157061,1675.80436112815,1.28314,3.288,1.1137e-08,"S"
"166",38.49,0.17,2.45142759538851,2.36226813200872,0.256788439457172,1401.93227063106,1.36098,3.489,7.5412e-09,"S"
"168",98.776,0.327,2.40310050767141,1.81423966637495,0.264573395548343,1360.68102861922,0.817303,3.474,3.274e-09,"S"
"173",31.729,0.373,2.73772281863345,2.28755177325841,0.217580444788694,1654.56045624697,1.29195,3.315,9.0204e-09,"S"
"174",54.323,0.268,2.45916842610198,1.90117916699916,0.255576937983692,1408.57779594719,0.923875,3.437,5.5771e-09,"S"
"184",82.096,0.092,2.75251271750738,2.35395990586378,0.215829136183813,1667.98610403279,1.33801,3.32,9.46e-09,"B"
"188",31.494,0.352,2.7117760627876,2.15894308852094,0.220710675341362,1631.09464208383,1.15262,3.278,9.2204e-09,"S"
"192",45.476,0.205,2.38593688996205,1.80036156697861,0.26743340006431,1346.12954071343,0.791683,3.447,6.6148e-09,"L"
"193",77.708,0.156,2.79746414043829,2.26363467921709,0.210647971646378,1709.01242098995,1.25993,3.287,9.4639e-09,"L"
"199",11.077,0.256,2.1743507077078,1.87657715830656,0.307404119223011,1171.09686399105,0.876976,3.672,5.4425e-09,"S"
"205",64.78,0.1676,2.6155315047796,2.08165078609064,0.233004409816367,1545.03513596039,1.08817,3.334,7.1316e-09,"S"
"208",23.952,0.198,2.88686205640921,2.66287669057504,0.200939364923594,1791.58523834734,1.66398,3.287,1.1116e-08,"S"
"209",62.969,0.187,2.79685245498944,2.4134259489097,0.210717080052677,1708.45192003421,1.42165,3.289,1.1974e-08,"S"
"213",32.773,0.247,2.75641275943137,2.39314307364521,0.215371234045533,1671.53241980259,1.39565,3.317,1.0601e-08,"S"
"219",28.981,0.175,2.76178597455874,2.19453544214101,0.214743013973456,1676.42240526856,1.19619,3.306,8.1801e-09,"S"
"221",28.34,0.171,2.79451803816944,2.31545104208404,0.210981170784841,1706.31340541346,1.32911,3.304,1.0332e-08,"S"
"227",46.191,0.23,2.78211942292162,2.33823353167961,0.212393108719435,1694.97024724822,1.3435,3.296,1.1882e-08,"S"
"238",44.329,0.198,3.01307975481802,2.71854291423011,0.188446524755733,1910.356269327,1.71054,3.219,1.4348e-08,"K"
"241",86.447,0.332,2.79647287632379,2.51146153441311,0.210759983967195,1708.10413449279,1.53123,3.302,1.0739e-08,"S"
"246",24.04,0.341,2.53737674755675,2.26814337524212,0.243852178819336,1476.30421734601,1.28959,3.436,8.4899e-09,"S"
"252",52.976,0.234,2.72750991386572,2.55090674164411,0.21880365237012,1645.31074367551,1.53546,3.341,1.0257e-08,"S"
"253",173.642,0.059,3.15014055395182,2.33428013820987,0.176282490008107,2042.17673566696,1.44687,3.027,9.1292e-09,"B"
"254",44.67,0.3014,2.7800976733263,2.55861232649504,0.212624836409059,1693.12299578876,1.5492,3.311,1.0367e-08,"S"
"255",35.465,0.321,2.28877272435211,1.89486611827151,0.28464271290595,1264.74342632811,0.883498,3.574,6.9288e-09,"S"
"257",27.831,0.339,2.77638709962595,2.41483250318228,0.213051230664709,1689.73443090105,1.42166,3.312,1.1628e-08,"S"
"261",34.435,0.192,2.65100042641828,2.25711449126717,0.228343880649671,1576.56950988023,1.27543,3.368,1.0436e-08,"S"
"265",74.378,0.225,2.60828332533954,2.4330023088791,0.233976330988719,1538.61716900483,1.45103,3.394,7.1958e-09,"S"
"266",15.751,0.29,2.32018548993003,1.61155308925821,0.278881698122951,1290.8699366901,0.644476,3.412,5.5758e-09,"S"
"269",29.97,0.294,2.76399610007408,2.13734712092838,0.214485498708174,1678.43514908115,1.13859,3.294,1.1212e-08,"S"
"288",101.9,0.055,3.13973147627514,2.60565990320312,0.177159853950484,2032.06308863079,1.59502,3.187,1.3214e-08,"B"
"289",46.9,0.2338,2.36865592074498,2.02246183400177,0.270365396662116,1331.53134404216,1.00665,3.502,7.2714e-09,"S"
"290",16.84,0.25,1.45811225801466,1.13333862134867,0.55978032818538,643.109416093629,0.149341,4.582,4.3845e-10,"S"
"294",25.504,0.21,2.2151923238341,2.12481133723225,0.298941987230651,1204.24702911418,1.13169,3.649,5.5507e-09,"S"
"298",37.713,0.286,2.78906770095551,2.29028647878428,0.211599915247352,1701.32393285307,1.2797,3.261,8.2771e-09,"S"
"299",36.698,0.191,2.99295332530551,2.2695811914996,0.190350559509544,1891.24739600227,1.32145,3.175,1.2276e-08,"L"
"303",27.75,0.148,2.40519729009355,2.17910091737885,0.264227499646933,1362.46227391562,1.17956,3.506,7.6459e-09,"S"
"310",30.06,0.222,2.6667947278859,2.51168040117774,0.22631831034069,1590.67995628843,1.49793,3.347,1.1104e-08,"S"
"311",63.88,0.2072,2.74884768114927,2.21973422794225,0.216260927245886,1664.65576831031,1.28699,3.278,9.1849e-09,"S"
"315",14.403,0.193,2.19859838160591,2.02384009604267,0.302332766414804,1190.7409318184,1.04487,3.66,5.4095e-09,"S"
"329",17.804,0.101,2.78624036227316,2.23671584064585,0.211922078607877,1698.73758489371,1.33982,3.057,1.2967e-08,"B"
"330",167.791,0.285,2.77254619998951,2.28637273023607,0.213494104296392,1686.22923422848,1.3544,3.256,5.3799e-09,"S"
"331",30.819,0.252,2.97833250293776,2.84319487115971,0.191753942698128,1877.40598672715,1.84048,3.249,1.3971e-08,"S"
"332",32.333,0.213,2.88353278671985,2.71470827504257,0.201287466253214,1788.48691724864,1.72963,3.288,1.251e-08,"S"
"341",31.04,0.119,3.18996982433307,2.71272137293407,0.172991279800295,2081.02975141632,1.72827,3.178,1.453e-08,"B"
"344",35.334,0.062,2.7499181599584,2.30700116789429,0.216134661556173,1665.62825882713,1.32405,3.312,1.0664e-08,"B"
"345",53.29,0.2477,2.71240082784067,2.07279953598769,0.220634423128933,1631.65835545809,1.09018,3.299,9.2083e-09,"S"
"349",11.696,0.298,2.40893199024042,1.82128346600399,0.2636132681679,1365.63687595083,0.827709,3.474,6.7122e-09,"S"
"354",54.01,0.1987,2.3737600132904,1.81955624539998,0.269493850302703,1335.83753245441,0.854859,3.483,7.5462e-09,"S"
"356",43.787,0.155,3.02155910253577,2.61947637734005,0.187653830327923,1918.42606873999,1.65565,3.209,1.329e-08,"K"
"358",36.06,0.2361,2.67048270393921,2.28262095445097,0.22584964884751,1593.98078251193,1.30102,3.331,1.2312e-08,"S"
"361",25.115,0.227,2.66064376672331,2.51054715672823,0.227103578593757,1585.17977668669,1.51488,3.361,1.01e-08,"S"
"367",21.874,0.316,2.41433507510743,1.82722301983249,0.262728845974508,1370.23400938217,0.856782,3.462,7.0076e-09,"S"
"368",28.287,0.221,2.64410251279415,2.04060102050596,0.2292380157217,1570.42015420797,1.03216,3.325,1.0181e-08,"S"
"373",33.387,0.203,3.01879778574422,2.76670270073463,0.187911361728806,1915.79687725085,1.75656,3.214,1.395e-08,"S"
"376",33.36,0.1617,3.19746373410038,2.80508725707983,0.172383475645824,2088.36722111143,1.83185,3.168,1.6662e-08,"L"
"377",7.726,0.345,2.54574351873452,1.83552379934112,0.242651010230425,1483.61220362585,0.829815,3.354,1.0047e-08,"S"
"384",37.622,0.092,2.81415888431826,2.7836046442456,0.208776279287673,1724.33382388215,1.80168,3.318,1.0707e-08,"S"
"386",32.403,0.313,2.95447916572899,2.80524975392682,0.194080845819891,1854.89710990895,1.82164,3.25,1.3936e-08,"S"
"388",63.909,0.11,2.58880647241882,1.78756551178387,0.236621768150765,1521.41539137948,0.962939,3.232,1.0178e-08,"K"
"398",19.768,0.17,2.81491191011253,2.57185075173757,0.208692509308065,1725.02597814174,1.58188,3.298,1.1693e-08,"S"
"400",33.73,0.2029,2.88606102348214,2.83194768215821,0.20102302750789,1790.83960908842,1.84292,3.291,1.1253e-08,"S"
"405",47.804,0.231,2.58950976209619,1.9543483466171,0.236525377890092,1522.03540783384,0.963454,3.345,8.26e-09,"S"
"411",11.065,0.27,2.24384842170211,1.85566651262395,0.293233645956693,1227.68994951271,0.848747,3.607,6.1222e-09,"S"
"429",26.636,0.196,2.79453091265891,2.44431204457728,0.210979712791451,1706.32519703851,1.47097,3.261,1.3358e-08,"S"
"432",21.197,0.287,2.53461697735245,2.38015263735813,0.244250558025819,1473.89632559998,1.36883,3.442,8.8293e-09,"S"
"434",30.923,0.213,2.7444689271747,2.39140329252119,0.216778694634513,1660.67980346019,1.4139,3.331,1.0126e-08,"S"
"437",8.917,0.277,2.19780256118279,1.88632251464198,0.302496992519645,1190.09447664714,0.874361,3.65,5.3115e-09,"S"
"440",13.423,0.275,2.22577446702608,2.05900273684277,0.296812604448123,1212.8864967489,1.05521,3.64,6.4131e-09,"S"
"452",13.683,0.216,2.3213851446577,1.70621683263542,0.278665543651156,1291.87123489749,0.693023,3.522,7.0342e-09,"S"
"456",24.337,0.214,2.54240461503232,2.3007026568753,0.243129172299289,1480.69438395836,1.29008,3.395,1.0335e-08,"S"
"458",12.07,0.28,2.21559139591163,1.87508537753238,0.29886122277116,1204.57246564789,0.877864,3.633,6.2042e-09,"S"
"463",11.636,0.282,2.19742255222176,1.82248731037104,0.302575463911507,1189.7858317596,0.805676,3.642,5.8407e-09,"S"
"466",57.505,0.248,2.7022921558539,2.48841308837654,0.221873596413153,1622.54547553121,1.51095,3.266,8.6692e-09,"S"
"467",11.443,0.272,2.23885931653145,1.98551427625209,0.294214360698532,1223.59764882067,0.971351,3.625,5.712e-09,"S"
"470",25.618,0.239,2.63565545831039,2.20572651291739,0.230340931125542,1562.90068916926,1.23024,3.153,1.2455e-08,"S"
"473",9.204,0.229,2.55995315818517,1.86493260674753,0.240633476703783,1496.05119342209,0.882164,3.378,9.1861e-09,"S"
"478",20.786,0.31,2.52919622504538,2.23491188079812,0.245036221240011,1469.17055028931,1.23219,3.392,9.4927e-09,"S"
"483",9.539,0.308,2.21931621895572,1.93442862730881,0.298109141158282,1207.61140903377,0.953301,3.633,6.0131e-09,"S"
"485",10.067,0.15,2.78866595561445,2.66567395529398,0.211645642672086,1700.95635069495,1.65979,3.325,1.0603e-08,"S"
"491",37.675,0.238,2.66414533405234,1.24353049695955,0.226655992021403,1588.3100940301,0.343497,3.035,2.7356e-09,"S"
"497",13.479,0.169,2.19886832703917,1.74115387490062,0.302277094019326,1190.96023854518,0.728105,3.633,5.6926e-09,"S"
"498",11.869,0.292,2.22993072945102,1.83342473550245,0.295983168770938,1216.28537695197,0.821521,3.616,5.4428e-09,"S"
"499",11.91,0.201,2.19620849488173,1.78389984260625,0.302826392768474,1188.79994807863,0.774312,3.643,6.3584e-09,"S"
"500",35.657,0.219,3.12671522368052,2.78228678437274,0.178267256827494,2019.43983660649,1.79924,3.162,1.4447e-08,"S"
"504",15.137,0.173,2.20160958273603,1.77110759720992,0.301712715465792,1193.18802803595,0.780079,3.628,5.9717e-09,"S"
"507",36.632,0.229,3.06854865066238,2.7293477899076,0.183359980468739,1963.35099447382,1.76322,3.164,1.5096e-08,"S"
"510",12.14,0.241,2.59617515021744,2.26812067847616,0.23561508426979,1527.91575766763,1.29236,3.369,1.1149e-08,"S"
"517",29.179,0.16,2.771547953178,2.45939403414646,0.21360945806342,1685.31863365861,1.4894,3.284,1.2572e-08,"S"
"518",13.43,0.155,2.2710083537446,1.7446798843948,0.287989050711915,1250.04752475857,0.728039,3.574,5.7143e-09,"S"
"520",17.13,0.203,2.42639184701905,2.32453330496888,0.260773026180882,1380.51088056282,1.32797,3.504,8.5427e-09,"S"
"524",8.347,0.37,2.23715395169108,2.00069191051058,0.294550840737641,1222.19987251931,1.01535,3.623,6.6692e-09,"S"
"527",12.67,0.273,2.19021999771042,1.79438256175173,0.304069222736076,1183.94093542466,0.793823,3.647,5.5887e-09,"S"
"535",28.468,0.282,2.72197787798844,2.6769040940669,0.219471022481842,1640.30766307559,1.69157,3.34,1.1899e-08,"S"
"537",19.037,0.215,2.69427171407697,2.13499474857496,0.22286505986148,1615.3272308533,1.27527,3.101,1.161e-08,"S"
"542",6.965,0.252,2.7843866326294,2.36495654711051,0.212133747281667,1697.04257155275,1.3521,3.3,1.5813e-08,"S"
"546",7.8,0.4598,2.22781650924652,1.61455149373418,0.296404605210535,1214.5560280492,0.61558,3.588,5.2121e-09,"S"
"554",36.824,0.121,3.09760859219917,2.50717291553612,0.180785778388805,1991.30707740611,1.49146,3.192,1.4278e-08,"B"
"556",21.441,0.232,2.84907876602363,2.66327024906234,0.204949748606025,1756.52813652398,1.64977,3.301,1.2402e-08,"S"
"563",26.491,0.039,2.76693206084398,2.35602401125291,0.214144207025346,1681.11015002797,1.43479,3.264,1.1666e-08,"L"
"575",17.19,0.1502,2.62734421186236,2.15520854838151,0.231434773402742,1555.51386987784,1.18132,3.345,8.7731e-09,"S"
"592",11.391,0.257,2.54398551120849,1.74607919000635,0.242902577695335,1482.07566760175,0.762564,3.357,7.0615e-09,"S"
"595",9.587,0.366,2.22625402858121,2.05281875230807,0.296716704173507,1213.27850753386,1.05366,3.637,6.05e-09,"S"
"596",7.234,0.37,2.19109188996288,2.00257088750436,0.303887745255678,1184.64796827233,1.01618,3.661,6.3305e-09,"S"
"597",7.949,0.239,2.3928490399551,1.56007474083433,0.266275447256774,1351.98345814004,0.672667,3.358,7.9474e-09,"S"
"601",6.095,0.307,2.22496090751983,1.59941002657597,0.296975414132311,1212.2215606697,0.583741,3.575,6.2389e-09,"S"
"604",7.548,0.366,2.23442694996817,1.94446425899526,0.295090231169742,1219.96583408727,0.928451,3.623,6.5774e-09,"S"
"608",17.495,0.145,2.86887494112021,2.79024546095577,0.202832081880756,1774.86715445558,1.7732,3.296,1.2719e-08,"S"
"609",2.56,0.29,1.24530233955045,0.827577502472563,0.709237790034047,507.587166192481,0.0298285,5.075,6.7723e-10,"S"
"614",16.24,0.351,2.75196868644532,2.56989983189054,0.215893139577594,1667.49161508494,1.58951,3.316,1.1786e-08,"S"
"616",35.943,0.045,2.77932414725092,2.12493658461384,0.212713607431964,1692.41641071385,1.14865,3.273,9.9149e-09,"B"
"617",28.01,0.271,2.7845608408795,2.06273685822196,0.212113840262389,1697.20184008112,1.08185,3.224,1.2983e-08,"S"
"618",11.342,0.239,2.39544384536338,1.67370188864494,0.265842909986601,1354.18319043432,0.81984,3.384,7.237e-09,"S"
"619",8.424,0.473,2.33928511054288,1.81439768968241,0.275473190535094,1306.84223499469,0.836351,3.524,6.4323e-09,"S"
"620",8.998,0.455,2.19013889865436,1.84868523657179,0.304086112045177,1183.8751779184,0.832299,3.653,6.2483e-09,"S"
"625",12.252,0.059,2.29943164199556,1.73586634389086,0.282665834478808,1273.58865518284,0.731415,3.54,7.275e-09,"B"
"626",6.111,0.359,2.12568960157048,1.88225033544185,0.318019903745134,1132.00461908356,0.86675,3.717,6.3311e-09,"S"
"629",38.476,0.037,2.71069013705228,2.5542189949266,0.220843316509864,1630.11498690258,1.59452,3.328,1.0051e-08,"B"
"634",7.887,0.341,2.18329416638967,1.74042706795407,0.305517219119033,1178.32965696032,0.736565,3.647,4.5231e-09,"S"
"635",6.35,0.2005,1.70904454983725,1.52042095428043,0.441137521084966,816.072047361988,0.510856,4.105,4.4433e-09,"S"
"643",9.077,0.178,2.23673770989108,2.18340325138024,0.294633065449585,1221.85878713467,1.18461,3.635,6.5214e-09,"S"
"644",6.631,0.294,2.19877528275381,1.92992583831432,0.302296281146326,1190.88464679373,0.939414,3.649,7.0106e-09,"S"
"647",7.71,0.274,2.18842366337218,2.06519013795209,0.304443685460225,1182.48469977556,1.08174,3.67,6.5596e-09,"S"
"648",8.083,0.296,2.23920836628644,1.95272145982861,0.294145569792405,1223.8838077829,0.937573,3.619,6.9557e-09,"S"
"651",17.03,0.242,2.86998572475013,2.73796924783619,0.202714338740333,1775.89805554476,1.72121,3.296,1.2896e-08,"S"
"652",7.986,0.333,2.24357123883958,1.9405435603747,0.293287989128647,1227.46247150984,0.950601,3.617,5.5439e-09,"S"
"653",10.769,0.383,2.6980464624516,2.48738803036957,0.222397518686295,1618.72309604228,1.47048,3.364,1.1082e-08,"L"
"661",13.154,0.178,2.74053366375971,2.43337512483762,0.217245786564031,1657.10923877409,1.42179,3.336,1.1645e-08,"S"
"662",17.211,0.15,2.78001008345558,2.57552192768569,0.212634885254962,1693.04298101573,1.56672,3.316,1.211e-08,"S"
"666",7.865,0.496,2.24103253015042,1.87074782151511,0.293786498354987,1225.37966181484,0.854763,3.613,7.6157e-09,"S"
"667",12.634,0.175,2.70746286381896,2.38858290409117,0.221238299252421,1627.20469835677,1.39817,3.348,9.8061e-09,"S"
"668",6.893,0.257,2.35094874581329,2.05046437388309,0.273425699890349,1316.62824725097,1.04939,3.54,9.4697e-09,"S"
"674",13.61,0.0549,2.17869647272918,1.45983602175317,0.306484826636873,1174.60953597723,0.443941,3.604,6.7129e-09,"S"
"678",4.639,0.404,2.36836041200474,1.48033201928637,0.270415999916706,1331.28217306257,0.634139,3.371,1.1921e-08,"S"
"681",7.37,0.35,2.20714922116262,2.03274874346801,0.300577542887969,1197.69426731317,1.0582,3.65,7.8049e-09,"S"
"682",16.123,0.276,2.53375762610813,2.13768675020667,0.244374828880501,1473.14681159752,1.20081,3.383,1.2135e-08,"S"
"685",16.66,0.175,2.62669263655481,2.42006146898099,0.231520893034421,1554.93525997448,1.4272,3.381,1.2412e-08,"S"
"686",11.434,0.214,2.54615567881069,1.9844582118442,0.242592093755532,1483.9725171043,1.01045,3.4,1.1224e-08,"S"
"687",8.252,0.244,1.88735939181823,1.67782678825278,0.380121263369182,947.066198847078,0.693575,3.749,8.2689e-09,"S"
"688",12.439,0.314,2.8037453801554,2.4394944264574,0.209940495273017,1714.77160483897,1.43341,3.304,1.488e-08,"S"
"694",14.843,0.242,2.710247019709,2.27690550101171,0.220897479563715,1629.71529014736,1.28812,3.325,1.2853e-08,"S"
"695",6.255,0.344,2.40290949162595,1.85900647106758,0.264604944032548,1360.51879648824,0.867465,3.45,9.8403e-09,"S"
"696",1.8,0.4328,2.17429020026181,0.624232569368983,0.307416951250362,1171.04798071729,0.00318061,3.299,9.4462e-09,"S"
"705",17.719,0.177,2.54839237906104,2.10956324022425,0.242272782614207,1485.92836601568,1.12684,3.379,1.363e-08,"S"
"711",12.564,0.213,2.80489992322934,2.48793043142743,0.209810886156529,1715.83089226087,1.47973,3.309,1.3823e-08,"S"
"715",17.268,0.113,2.7606843780869,1.85167496992765,0.214871560220276,1675.41949074575,0.997162,3.064,1.7806e-08,"B"
"717",7.437,0.291,2.22182073081216,1.93182811985741,0.297605225096075,1209.65618088117,0.945907,3.632,8.0019e-09,"S"
"722",12.954,0.079,2.35492756526203,1.97509737935783,0.272733034103367,1319.97211552877,0.961447,3.535,8.726e-09,"B"
"723",38.519,0.055,2.79025343462605,2.46252637556759,0.211465048741822,1702.40898976892,1.52794,3.251,1.4477e-08,"L"
"727",9.238,0.252,2.22535324850361,2.07216533323407,0.296896880202589,1212.5422124825,1.09225,3.64,7.1163e-09,"S"
"729",10.579,0.301,2.76016913342965,2.515251776609,0.214931728592873,1674.95047081633,1.52162,3.332,1.2101e-08,"S"
"737",6.409,0.392,2.2399739469146,1.96414946704867,0.293994782609564,1224.51152637662,0.955978,3.621,7.6135e-09,"S"
"738",4.604,0.526,2.21021361908632,2.04477753644041,0.299952646373021,1200.18944441085,1.03098,3.647,9.0554e-09,"V"
"741",4.884,0.066,1.74040822808293,1.34149425511959,0.429266880283195,838.639122968214,0.48455,4.023,6.365e-09,"B"
"745",10.96,0.213,2.21339152589649,1.98901040340499,0.299306886699879,1202.77887344764,0.986738,3.647,7.1092e-09,"S"
"749",6.559,0.259,2.19509018469372,2.04196704211278,0.303057839046781,1187.8920576096,1.04343,3.665,7.1658e-09,"S"
"750",13.252,0.204,2.7358662259936,2.32573895991432,0.217801961528191,1652.87767600479,1.32194,3.326,1.2195e-08,"A"
"754",12.766,0.236,2.74605220530248,2.20834863029707,0.216591241084987,1662.11707452538,1.24386,3.303,1.3294e-08,"S"
"761",12.014,0.037,2.42877325984635,1.99055051831043,0.260389588177267,1382.54375883463,0.982494,3.485,8.5594e-09,"B"
"764",9.301,0.324,2.3089283640004,2.23868765786597,0.280923703756,1281.48673531901,1.24344,3.57,9.0719e-09,"S"
"771",6.552,0.251,2.24447617594173,1.94431394891362,0.293110633428437,1228.20518583436,0.955196,3.615,7.8743e-09,"S"
"772",9.511,0.282,2.79578767715295,2.50537558670032,0.210837469150709,1707.47638666952,1.51697,3.301,1.5281e-08,"S"
"774",5.672,0.241,2.24765550168176,1.8996356133642,0.292488942586406,1230.81575944927,0.914948,3.609,6.9404e-09,"S"
"776",4.12,0.247,2.20278147940184,1.76495818698615,0.301471977268571,1194.14083942962,0.755807,3.634,6.4597e-09,"S"
"778",12.214,0.358,2.7917998284008,2.5179921561578,0.211289375537471,1703.82443075637,1.53135,3.301,1.4007e-08,"S"
"783",12.546,0.257,2.82873812462819,2.76850755904051,0.207164319755485,1737.75098156336,1.75222,3.314,1.3327e-08,"S"
"785",22.473,0.211,3.01874840496497,2.73763907659563,0.187915972537414,1915.74987021566,1.73588,3.223,1.8574e-08,"K"
"786",12.079,0.05,2.46830348659386,2.09125812247293,0.254159436464771,1416.4337354828,1.10565,3.469,8.8134e-09,"B"
"788",13.671,0.216,2.60771703813666,2.28491796365498,0.234052549953276,1538.11611995626,1.29484,3.354,1.4463e-08,"S"
"795",7.145,0.218,2.27744103924337,1.87321668014664,0.286769764984511,1255.36246828338,0.861722,3.576,9.4469e-09,"S"
"798",13.618,0.237,2.76419493310967,2.38800924128758,0.214462356688396,1678.61626421957,1.4014,3.244,1.6044e-08,"S"
"800",9.597,0.304,2.92727296646801,2.6681536102479,0.196792816257375,1829.33506845684,1.6861,3.271,1.4023e-08,"S"
"805",5.818,0.25,2.19213316431646,2.0746978604039,0.303671248643279,1185.49254039815,1.08634,3.665,6.6649e-09,"S"
"808",31.104,0.073,3.96891604232349,3.3279614572264,0.124651125980101,2888.06055436249,2.32364,3.03,3.5902e-08,"T"
"813",5.038,0.408,1.81751407170015,1.72047974936574,0.402241986623516,894.983646590199,0.728694,3.964,5.2635e-09,"S"
"817",9.365,0.319,2.77667130286709,2.49423870429575,0.213018521553182,1689.9938905553,1.50995,3.325,1.423e-08,"S"
"818",5.399,0.183,2.19890596808422,1.96963410095615,0.30226933244799,1190.99081962588,0.962962,3.653,8.6097e-09,"S"
"821",7.894,0.212,2.34914684518031,2.1939887683044,0.273740354809864,1315.11482934276,1.18792,3.548,9.9781e-09,"S"
"822",7.689,0.318,2.22065179710033,2.13003927605652,0.29784024160607,1208.7016786541,1.12539,3.639,7.3131e-09,"S"
"824",10.863,0.207,2.79206418674487,2.63261422852245,0.211259368282872,1704.06644176824,1.65311,3.323,1.4571e-08,"S"
"825",7.023,0.377,2.36712631383366,1.51488491486856,0.270627499012449,1330.24175781723,0.661699,3.367,9.4425e-09,"S"
"827",4.581,0.403,2.42326697705562,1.87334228720631,0.261277599831602,1377.84486780354,0.886787,3.464,9.3538e-09,"S"
"830",7.396,0.245,2.44892200267812,2.06597018359584,0.257182636447128,1399.78345728643,1.08099,3.479,9.2718e-09,"S"
"832",6.3,0.281,2.20351222780314,2.00933062882739,0.301322024458809,1194.73510323907,1.01768,3.651,6.797e-09,"S"
"835",9.011,0.229,2.75258449885005,2.21604451706564,0.215820693715915,1668.05135226685,1.23419,3.304,1.368e-08,"S"
"837",9.98,0.234,2.69369177159722,2.62211568218789,0.222937036844865,1614.80570969692,1.62397,3.359,1.2832e-08,"S"
"846",9.068,0.309,2.35928745601004,1.47215172571073,0.271977380074636,1323.63948759712,0.640756,3.37,9.2168e-09,"S"
"847",7.972,0.253,2.55307976092819,2.07249226615427,0.24160588003909,1490.02996095026,1.08502,3.4,1.0601e-08,"S"
"853",11.159,0.325,2.73504894820471,2.03730880018533,0.21789959305468,1652.13709192041,1.06905,3.095,1.7947e-08,"S"
