"","X.1","X","H","diameter","albedo","rot_per","diameter_sigma","epoch","e","a","q","i","om","w","ma","ad","n","tp","per","moid","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","neo_flag","pha_flag","class_var"
"554",556,1330,10.14,36.824,0.121,19.3,0.232,2458600.5,0.190610162352327,3.09760859219917,2.50717291553612,3.10110605672261,121.338965959837,185.156027257431,254.325182497493,3.68804426886222,0.180785778388805,2459185.03058888,1991.30707740611,1.49146,1.57205,3.192,3.5989e-08,1.4278e-08,1.1187e-07,4.1774e-06,7.2918e-05,7.3658e-05,1.2629e-05,1.7e-08,1.25e-09,7.208e-05,1.3768e-05,0.48459,0,0,"B"
"556",558,1335,10.66,21.441,0.232,15.602,0.132,2458600.5,0.0652170516228356,2.84907876602363,2.66327024906234,3.19749376818245,97.4214340689854,219.767562500952,240.418959662048,3.03488728298492,0.204949748606025,2459183.96517208,1756.52813652398,1.64977,2.14886,3.301,4.1469e-08,1.2402e-08,1.1792e-07,4.2018e-06,8.1194e-05,8.7301e-05,3.3619e-05,1.321e-08,1.3382e-09,0.00016497,1.1469e-05,0.5087,0,0,"S"
"563",565,1371,11.1,26.491,0.039,15.25,0.292,2458600.5,0.148506736181202,2.76693206084398,2.35602401125291,16.4475691839489,327.437597035102,88.3618904860282,12.5427360629644,3.17784011043504,0.214144207025346,2458541.92855304,1681.11015002797,1.43479,2.27049,3.264,4.1912e-08,1.1666e-08,1.1679e-07,5.3157e-06,1.6637e-05,2.5129e-05,1.7621e-05,1.3399e-08,1.3544e-09,8.222e-05,1.0632e-05,0.44799,0,0,"L"
"575",577,1457,11.3,17.19,0.1502,36,0.8,2458600.5,0.179700726440479,2.62734421186236,2.15520854838151,12.5372850078672,181.652676942372,100.008659515322,117.612544276113,3.09947987534321,0.231434773402742,2458092.31126696,1555.51386987784,1.18132,2.18527,3.345,2.9671e-08,8.7731e-09,7.8143e-08,4.4174e-06,1.6614e-05,2.1012e-05,1.3264e-05,1.035e-08,1.1592e-09,5.6767e-05,7.7911e-06,0.43426,0,0,"S"
"592",595,1549,11.8,11.391,0.257,54.2,0.108,2458600.5,0.313644208147675,2.54398551120849,1.74607919000635,8.88104284473851,64.5000284426451,311.202981853922,42.0878947610796,3.34189183241064,0.242902577695335,2458427.22932021,1482.07566760175,0.762564,2.15139,3.357,4.6627e-08,7.0615e-09,1.2159e-07,3.8551e-06,2.3549e-05,2.3901e-05,4.6391e-06,9.2764e-09,1.0114e-09,1.8802e-05,6.1709e-06,0.45465,0,0,"S"
"595",598,1561,11.9,9.587,0.366,8.78,0.202,2458600.5,0.077904531130111,2.22625402858121,2.05281875230807,4.88367021538542,129.473294143473,83.290241197323,292.875866935518,2.39968930485435,0.296716704173507,2458826.72296662,1213.27850753386,1.05366,2.57042,3.637,3.8325e-08,6.05e-09,8.4856e-08,3.7865e-06,4.7396e-05,5.3013e-05,2.4922e-05,6.5213e-09,1.2095e-09,8.4185e-05,4.9457e-06,0.46269,0,0,"S"
"596",599,1562,12.4,7.234,0.37,3.5495,0.514,2458600.5,0.0860397518342852,2.19109188996288,2.00257088750436,5.98262502874109,53.6442792438559,116.109816104895,170.136056062968,2.37961289242141,0.303887745255678,2458040.63518571,1184.64796827233,1.01618,2.59317,3.661,3.3882e-08,6.3305e-09,7.3579e-08,5.421e-06,3.6584e-05,4.9003e-05,3.3273e-05,6.8752e-09,1.317e-09,0.00010914,5.134e-06,0.43513,0,0,"S"
"597",600,1564,12.5,7.949,0.239,11.403,1.558,2458600.5,0.34802625874652,2.3928490399551,1.56007474083433,21.4960385444155,261.150243089099,116.432112947193,35.9439781673374,3.22562333907588,0.266275447256774,2458465.51204472,1351.98345814004,0.672667,2.55333,3.358,3.6437e-08,7.9474e-09,8.8708e-08,5.0128e-06,1.2502e-05,1.4496e-05,8.282e-06,1.0713e-08,1.3266e-09,3.0773e-05,6.7356e-06,0.36284,0,0,"S"
"601",604,1592,13,6.095,0.307,25.25,1.081,2458600.5,0.281151403078428,2.22496090751983,1.59941002657597,9.97961094012506,120.012352691332,185.321027009289,132.750146029836,2.85051178846368,0.296975414132311,2458153.49280778,1212.2215606697,0.583741,2.41149,3.575,3.6642e-08,6.2389e-09,8.3904e-08,3.644e-06,2.2748e-05,2.378e-05,1.0096e-05,7.993e-09,1.2491e-09,3.2674e-05,5.0987e-06,0.48445,0,0,"S"
"604",607,1600,12.32,7.548,0.366,5.92,0.179,2458600.5,0.129770494836288,2.23442694996817,1.94446425899526,4.94000687133952,74.668346001841,196.595217750542,347.448560030793,2.52438964094108,0.295090231169742,2458643.03424425,1219.96583408727,0.928451,2.5553,3.623,3.2231e-08,6.5774e-09,7.2771e-08,3.6649e-06,4.6408e-05,4.9631e-05,2.0293e-05,7.4309e-09,1.303e-09,6.8861e-05,5.3867e-06,0.46674,0,0,"S"
"608",611,1617,11.2,17.495,0.145,43.19,0.168,2458600.5,0.0274077754444503,2.86887494112021,2.79024546095577,3.22487341505564,102.927511250787,182.795305381579,207.335386762005,2.94750442128464,0.202832081880756,2459353.16502134,1774.86715445558,1.7732,2.08246,3.296,3.6416e-08,1.2719e-08,1.0256e-07,3.989e-06,9.9501e-05,0.00014764,0.0001099,1.3068e-08,1.3489e-09,0.00054167,1.1803e-05,0.47798,0,0,"S"
"609",612,1619,15.6,2.56,0.29,5.22204,0.15,2458600.5,0.335440498111233,1.24530233955045,0.827577502472563,13.3373483397312,337.195396558966,276.915041859841,311.532957232235,1.66302717662834,0.709237790034047,2458668.83680248,507.587166192481,0.0298285,3.45769,5.075,1.556e-08,6.7723e-10,1.9719e-08,3.2112e-06,3.2653e-06,5.0479e-06,6.2995e-06,9.0441e-10,5.7856e-10,8.9376e-06,4.1406e-07,0.42216,1,1,"S"
"614",617,1641,10.7,16.24,0.351,6.056,0.733,2458600.5,0.0661594935478579,2.75196868644532,2.56989983189054,10.8003069086705,339.05530800002,149.948006870915,160.127957595929,2.93403754100011,0.215893139577594,2457858.79992602,1667.49161508494,1.58951,2.08917,3.316,4.3547e-08,1.1786e-08,1.2185e-07,5.155e-06,2.1701e-05,4.2955e-05,3.5523e-05,1.2566e-08,1.387e-09,0.00016507,1.0712e-05,0.47882,0,0,"S"
"616",619,1654,11.04,35.943,0.045,20.456,0.183,2458600.5,0.235448450042918,2.77932414725092,2.12493658461384,9.6011237957112,111.133563504414,323.484918752886,91.452534532709,3.433711709888,0.212713607431964,2458170.56730488,1692.41641071385,1.14865,1.86678,3.273,4.027e-08,9.9149e-09,1.1342e-07,4.0085e-06,3.0638e-05,3.1918e-05,9.4657e-06,1.2249e-08,1.1382e-09,4.3872e-05,9.0563e-06,0.46138,0,0,"B"
"617",620,1658,9.9,28.01,0.271,5.01,0.599,2458600.5,0.259223634858543,2.7845608408795,2.06273685822196,16.42575935427,338.223128693784,36.4159552081967,10.8376883155617,3.50638482353705,0.212113840262389,2458549.40626514,1697.20184008112,1.08185,2.05711,3.224,5.1172e-08,1.2983e-08,1.4624e-07,6.0629e-06,1.5551e-05,1.8082e-05,1.2865e-05,1.6349e-08,1.4835e-09,6.0444e-05,1.187e-05,0.45966,0,0,"S"
"618",621,1659,11.7,11.342,0.239,6.809,0.113,2458600.5,0.301297798366445,2.39544384536338,1.67370188864494,20.5732386594596,212.939177239455,276.612109879766,342.239108964542,3.11718580208182,0.265842909986601,2458667.30972246,1354.18319043432,0.81984,2.35204,3.384,3.4434e-08,7.237e-09,8.2245e-08,5.5963e-06,1.1425e-05,1.4127e-05,9.1786e-06,9.4175e-09,1.2047e-09,3.4686e-05,6.1368e-06,0.42322,0,0,"S"
"619",622,1663,12.6,8.424,0.473,3.3454,0.808,2458600.5,0.224379413392094,2.33928511054288,1.81439768968241,6.11752022026116,44.0593040902316,107.747245396753,76.7418651967864,2.86417253140336,0.275473190535094,2458321.91802602,1306.84223499469,0.836351,2.15468,3.524,3.4166e-08,6.4323e-09,8.0391e-08,4.2924e-06,3.5321e-05,3.6599e-05,1.0132e-05,7.8756e-09,1.1362e-09,3.6394e-05,5.3901e-06,0.44843,0,0,"S"
"620",623,1666,11.9,8.998,0.455,3.268,1.13,2458600.5,0.155905026065864,2.19013889865436,1.84868523657179,4.61738443634349,80.8641373849267,196.061037287032,175.737556447201,2.53159256073693,0.304086112045177,2458022.57963637,1183.8751779184,0.832299,2.57611,3.653,4.2357e-08,6.2483e-09,9.4456e-08,4.7189e-06,5.2899e-05,5.4994e-05,1.6914e-05,7.2225e-09,1.3013e-09,5.4828e-05,5.0663e-06,0.44736,0,0,"S"
"625",628,1704,13.2,12.252,0.059,54.8,0.077,2458600.5,0.245088954945235,2.29943164199556,1.73586634389086,7.70857583704261,188.606177640519,156.463361055065,105.223762585258,2.86299694010026,0.282665834478808,2458228.24502699,1273.58865518284,0.731415,2.57527,3.54,4.1764e-08,7.275e-09,9.6291e-08,4.1288e-06,2.9287e-05,3.03e-05,9.8868e-06,9.058e-09,1.3415e-09,3.4275e-05,6.0441e-06,0.48747,0,0,"B"
"626",629,1705,13,6.111,0.359,2.58944,0.105,2458600.5,0.114522489995141,2.12568960157048,1.88225033544185,1.87612981402229,279.716719481072,339.338787329898,187.803333738603,2.36912886769911,0.318019903745134,2459141.96506,1132.00461908356,0.86675,2.6726,3.717,4.7389e-08,6.3311e-09,1.0363e-07,3.9181e-06,0.0001301,0.0001312,1.8849e-05,7.0561e-09,1.4208e-09,6.0503e-05,5.0573e-06,0.46964,0,0,"S"
"629",632,1723,11.3,38.476,0.037,12.582,0.236,2458600.5,0.0577237287238719,2.71069013705228,2.5542189949266,12.2317963506362,164.000953851621,298.137423431654,252.637283961702,2.86716127917796,0.220843316509864,2459086.64881236,1630.11498690258,1.59452,2.20786,3.328,3.2339e-08,1.0051e-08,8.7865e-08,3.7467e-06,1.6767e-05,3.5966e-05,3.1806e-05,1.0631e-08,1.2283e-09,0.00014433,9.0661e-06,0.45947,0,0,"B"
"634",637,1737,12.5,7.887,0.341,4.4486,0.09,2458600.5,0.20284353123516,2.18329416638967,1.74042706795407,4.87715257386622,44.1059746071467,284.405018992447,179.819360865927,2.62616126482528,0.305517219119033,2458011.92642832,1178.32965696032,0.736565,2.72744,3.647,4.017e-08,4.5231e-09,8.8141e-08,3.8025e-06,4.6216e-05,4.694e-05,9.0896e-06,5.4406e-09,9.4941e-10,2.9168e-05,3.6617e-06,0.4379,0,0,"S"
"635",638,1746,13.35,6.35,0.2005,5.2896,0.6,2458600.5,0.110367863479497,1.70904454983725,1.52042095428043,21.4180778995798,268.382850164552,340.358570161879,79.3601806018022,1.89766814539407,0.441137521084966,2458420.60104149,816.072047361988,0.510856,3.18508,4.105,4.6702e-08,4.4433e-09,8.149e-08,5.4702e-06,1.2339e-05,2.6487e-05,2.3694e-05,4.9337e-09,1.7204e-09,5.374e-05,3.1825e-06,0.4487,0,0,"S"
"643",646,1796,12.7,9.077,0.178,6.1125,0.197,2458600.5,0.0238447531308621,2.23673770989108,2.18340325138024,3.13955980906318,29.6492403246268,355.431942448704,267.987749727264,2.29007216840192,0.294633065449585,2458912.79437922,1221.85878713467,1.18461,2.7711,3.635,4.3848e-08,6.5214e-09,9.7627e-08,4.6036e-06,6.0484e-05,9.306e-05,7.143e-05,6.6769e-09,1.2885e-09,0.00024269,5.3437e-06,0.47219,0,0,"S"
"644",647,1797,13,6.631,0.294,3.506,0.186,2458600.5,0.122272360685614,2.19877528275381,1.92992583831432,6.19303077679371,44.2627652298289,4.36471162613368,317.327658416439,2.4676247271933,0.302296281146326,2458741.66065676,1190.88464679373,0.939414,2.87408,3.649,3.7717e-08,7.0106e-09,8.1326e-08,4.0353e-06,4.6872e-05,5.2124e-05,2.373e-05,7.8678e-09,1.4458e-09,7.8719e-05,5.6955e-06,0.5002,0,0,"S"
"647",650,1829,12.45,7.71,0.274,2.56999,0.669,2458600.5,0.056311548573824,2.18842366337218,2.06519013795209,3.95404006053523,147.454140223798,334.959360889247,342.956198210816,2.31165718879227,0.304443685460225,2458656.48343012,1182.48469977556,1.08174,2.7056,3.67,4.3714e-08,6.5596e-09,9.6238e-08,4.546e-06,5.645e-05,6.518e-05,3.3622e-05,6.929e-09,1.3688e-09,0.00011051,5.3166e-06,0.40602,0,0,"S"
"648",651,1830,12.5,8.083,0.296,3.228,0.468,2458600.5,0.127941155799156,2.23920836628644,1.95272145982861,5.63346454651189,72.6043236326466,183.462089164397,36.7901259089978,2.52569527274427,0.294145569792405,2458475.42544615,1223.8838077829,0.937573,2.512,3.619,3.856e-08,6.9557e-09,8.8198e-08,4.1968e-06,3.8273e-05,4.1261e-05,1.6878e-05,7.8456e-09,1.3706e-09,5.7157e-05,5.7027e-06,0.45166,0,0,"S"
"651",654,1847,11,17.03,0.242,3.637,0.114,2458600.5,0.0459990012408284,2.86998572475013,2.73796924783619,1.44093219950675,331.647444769239,316.652084021211,259.933068228751,3.00200220166407,0.202714338740333,2459094.13519321,1775.89805554476,1.72121,2.07181,3.296,3.8211e-08,1.2896e-08,1.0949e-07,4.902e-06,0.00015405,0.00016211,5.1329e-05,1.3489e-08,1.3663e-09,0.00025356,1.197e-05,0.48758,0,0,"S"
"652",655,1856,12.3,7.986,0.333,3.1177,0.201,2458600.5,0.135064879250995,2.24357123883958,1.9405435603747,4.40100682485388,236.056026453511,174.045597481916,15.0198739875665,2.54659891730445,0.293287989128647,2458549.28796765,1227.46247150984,0.950601,2.79314,3.617,3.871e-08,5.5439e-09,8.7451e-08,4.2195e-06,4.3601e-05,4.542e-05,1.2215e-05,6.2926e-09,1.0871e-09,4.1622e-05,4.5496e-06,0.47746,0,0,"S"
"653",656,1857,12,10.769,0.383,5.413,0.189,2458600.5,0.0780781335732121,2.6980464624516,2.48738803036957,1.66139717657652,271.90513651397,17.7856838868764,231.554105805412,2.90870489453363,0.222397518686295,2459178.05093201,1618.72309604228,1.47048,2.20551,3.364,3.3883e-08,1.1082e-08,9.1523e-08,3.7816e-06,0.00016391,0.00016698,3.2921e-05,1.1947e-08,1.3702e-09,0.00014851,9.9731e-06,0.47573,0,0,"L"
"661",665,1967,11.7,13.154,0.178,5.2038,0.277,2458600.5,0.112079827000083,2.74053366375971,2.43337512483762,4.59522030584428,71.4998438627225,164.846474429237,4.74795199536553,3.0476922026818,0.217245786564031,2458578.64479134,1657.10923877409,1.42179,1.94972,3.336,3.6778e-08,1.1645e-08,1.0278e-07,3.9771e-06,5.5499e-05,5.9302e-05,2.238e-05,1.295e-08,1.3847e-09,0.000103,1.0562e-05,0.46862,0,0,"S"
"662",666,1976,11.6,17.211,0.15,7.461,0.117,2458600.5,0.0735566237643663,2.78001008345558,2.57552192768569,7.76614448919512,332.243218770898,310.548149866823,248.414511801151,2.98449823922547,0.212634885254962,2459125.27507661,1693.04298101573,1.56672,2.18187,3.316,3.6063e-08,1.211e-08,1.0015e-07,4.2886e-06,3.0714e-05,4.3985e-05,3.1209e-05,1.3e-08,1.3894e-09,0.00014656,1.1062e-05,0.46086,0,0,"S"
"666",670,2018,12.3,7.865,0.496,2.729,0.064,2458600.5,0.165229510796283,2.24103253015042,1.87074782151511,4.04431446352989,252.191771733454,24.7903034397505,38.2163988192242,2.61131723878573,0.293786498354987,2458470.41778372,1225.37966181484,0.854763,2.50139,3.613,3.9732e-08,7.6157e-09,9.1334e-08,4.4669e-06,5.5998e-05,5.7401e-05,1.3587e-05,8.874e-09,1.4976e-09,4.6078e-05,6.2463e-06,0.49672,0,0,"S"
"667",671,2021,11.6,12.634,0.175,14.14,0.341,2458600.5,0.117778147205311,2.70746286381896,2.38858290409117,5.65515790356532,2.48351802036604,37.1546793228388,194.548544898715,3.02634282354674,0.221238299252421,2459348.34273636,1627.20469835677,1.39817,2.39367,3.348,4.5143e-08,9.8061e-09,1.2376e-07,4.6831e-06,3.8733e-05,4.3377e-05,1.8842e-05,1.0961e-08,1.2019e-09,8.7135e-05,8.8403e-06,0.4375,0,0,"S"
"668",672,2028,13,6.893,0.257,3.756,0.164,2458600.5,0.127814088871702,2.35094874581329,2.05046437388309,5.58844282729845,278.002304185701,67.0132441346758,285.12130998886,2.65143311774349,0.273425699890349,2458874.3538844,1316.62824725097,1.04939,2.72436,3.54,4.1064e-08,9.4697e-09,9.6593e-08,3.643e-06,4.6241e-05,4.8459e-05,1.6234e-05,1.068e-08,1.652e-09,5.9968e-05,7.9551e-06,0.45625,0,0,"S"
"674",678,2063,12.6,13.61,0.0549,4.233,1.6,2458600.5,0.329949793362226,2.17869647272918,1.45983602175317,5.69524498758573,302.146485750138,2.69400034904235,326.324571578679,2.89755692370518,0.306484826636873,2458710.37633153,1174.60953597723,0.443941,2.36672,3.604,4.5368e-08,6.7129e-09,9.7093e-08,4.7878e-06,3.9737e-05,4.0349e-05,1.1058e-05,8.9278e-09,1.4165e-09,3.6466e-05,5.4287e-06,0.46465,0,0,"S"
"678",682,2077,13,4.639,0.404,6.473,0.535,2458600.5,0.374954921648383,2.36836041200474,1.48033201928637,20.1676625307185,286.971290484281,99.5345059186687,88.0691859666563,3.25638880472311,0.270415999916706,2458274.81961868,1331.28217306257,0.634139,2.61944,3.371,7.0065e-08,1.1921e-08,1.6429e-07,6.4889e-06,1.9374e-05,2.036e-05,1.0056e-05,1.6391e-08,2.0417e-09,3.5557e-05,1.0051e-05,0.4336,0,0,"S"
"681",685,2087,12.42,7.37,0.35,10.37,0.169,2458600.5,0.0790161698277685,2.20714922116262,2.03274874346801,5.53935670958332,359.754567635587,90.9353621455316,116.654693257941,2.38154969885723,0.300577542887969,2458212.39817397,1197.69426731317,1.0582,2.73145,3.65,4.0194e-08,7.8049e-09,9.0694e-08,5.0294e-06,4.5524e-05,5.9674e-05,3.5873e-05,8.4216e-09,1.5943e-09,0.00011932,6.3529e-06,0.45943,0,0,"S"
"682",686,2088,10.98,16.123,0.276,39.12,0.502,2458600.5,0.15631758611017,2.53375762610813,2.13768675020667,15.3783638402024,102.689307519898,287.066687674115,103.308052969742,2.92982850200959,0.244374828880501,2458177.75575321,1473.14681159752,1.20081,2.56745,3.383,4.5537e-08,1.2135e-08,1.1721e-07,4.251e-06,1.9065e-05,2.4386e-05,1.77e-05,1.4032e-08,1.7556e-09,7.1565e-05,1.0583e-05,0.42742,0,0,"S"
"685",690,2106,11.5,16.66,0.175,39.577,0.408,2458600.5,0.0786659103917217,2.62669263655481,2.42006146898099,8.82761726069054,221.230553382947,177.912701477507,73.1003857105511,2.83332380412863,0.231520893034421,2458284.76009095,1554.93525997448,1.4272,2.53798,3.381,4.0882e-08,1.2412e-08,1.0938e-07,4.6837e-06,2.6728e-05,3.8285e-05,2.8604e-05,1.3388e-08,1.641e-09,0.00012285,1.1021e-05,0.48066,0,0,"S"
"686",691,2117,11.7,11.434,0.214,15.17,0.205,2458600.5,0.220606097121625,2.54615567881069,1.9844582118442,6.30024832464631,331.266206561174,101.421840219329,272.619690927956,3.10785314577717,0.242592093755532,2458960.69438111,1483.9725171043,1.01045,2.21383,3.4,5.2635e-08,1.1224e-08,1.3746e-07,5.9862e-06,5.4795e-05,5.7911e-05,2.0474e-05,1.37e-08,1.6041e-09,8.6001e-05,9.8127e-06,0.47524,0,0,"S"
"687",692,2130,12.72,8.252,0.244,2.5678,0.04,2458600.5,0.11101892118363,1.88735939181823,1.67782678825278,33.9906924711277,306.034500912466,38.4357228629462,306.276781929812,2.09689199538369,0.380121263369182,2458741.83178869,947.066198847078,0.693575,3.24334,3.749,9.047e-08,8.2689e-09,1.695e-07,1.0315e-05,1.0229e-05,3.976e-05,4.4489e-05,9.1869e-09,2.4981e-09,0.00011754,6.2239e-06,0.37837,0,0,"S"
"688",693,2140,11.6,12.439,0.314,14.9508,0.148,2458600.5,0.129915846237725,2.8037453801554,2.4394944264574,5.93937465391828,271.691747288396,57.2923105790487,158.820337802341,3.1679963338534,0.209940495273017,2457843.99831796,1714.77160483897,1.43341,2.15995,3.304,4.5579e-08,1.488e-08,1.2965e-07,4.3716e-06,5.3757e-05,5.7079e-05,1.9068e-05,1.6814e-08,1.6713e-09,9.0517e-05,1.3651e-05,0.48525,0,0,"S"
"694",699,2184,11.3,14.843,0.242,21.089,1.09,2458600.5,0.159890045278537,2.710247019709,2.27690550101171,9.59501112724707,60.5906157901289,262.385608131491,80.2431922777155,3.14358853840629,0.220897479563715,2458237.24011837,1629.71529014736,1.28812,2.22404,3.325,3.9569e-08,1.2853e-08,1.0876e-07,4.5407e-06,2.5943e-05,3.0647e-05,1.7517e-05,1.4908e-08,1.5714e-09,7.927e-05,1.1593e-05,0.45171,0,0,"S"
"695",700,2188,13,6.255,0.344,4.92815,0.121,2458600.5,0.226351854888355,2.40290949162595,1.85900647106758,13.9177987937142,128.819123781258,217.538274779282,238.531789888228,2.94681251218432,0.264604944032548,2459059.55495287,1360.51879648824,0.867465,2.48338,3.45,4.2638e-08,9.8403e-09,1.0336e-07,5.3691e-06,1.4457e-05,1.7397e-05,1.0526e-05,1.2068e-08,1.6254e-09,4.0659e-05,8.3573e-06,0.47405,0,0,"S"
"696",701,2200,15.25,1.8,0.4328,26,0.1,2458600.5,0.712902827187549,2.17429020026181,0.624232569368983,2.52243456433022,74.9879564244272,98.2603214122848,80.0820885551116,3.72434783115463,0.307416951250362,2458340.00008863,1171.04798071729,0.00318061,1.24816,3.299,3.5346e-08,9.4462e-09,7.4664e-08,5.1971e-06,0.00011778,0.00011769,2.4198e-06,1.618e-08,2.0034e-09,6.56e-06,7.6314e-06,0.47669,1,1,"S"
"705",711,2307,11.8,17.719,0.177,9.759,0.098,2458600.5,0.172198419067037,2.54839237906104,2.10956324022425,14.1749854708948,34.2574298117179,233.687224699849,262.916185801187,2.98722151789784,0.242272782614207,2459001.22109277,1485.92836601568,1.12684,2.15748,3.379,4.9538e-08,1.363e-08,1.2518e-07,5.0826e-06,2.1311e-05,2.6481e-05,2.0131e-05,1.5977e-08,1.9436e-09,8.4545e-05,1.1921e-05,0.45897,0,0,"S"
"711",717,2352,11.5,12.564,0.213,62.6,0.192,2458600.5,0.113005633169605,2.80489992322934,2.48793043142743,4.79553950498471,24.6507177969023,301.16400304826,144.594199641399,3.12186941503124,0.209810886156529,2457911.33557059,1715.83089226087,1.47973,2.19531,3.309,4.5811e-08,1.3823e-08,1.31e-07,5.1103e-06,5.0516e-05,5.4007e-05,1.9005e-05,1.5385e-08,1.551e-09,9.063e-05,1.2684e-05,0.47152,0,0,"S"
"715",722,2381,11.8,17.268,0.113,15.085,0.254,2458600.5,0.329269588140738,2.7606843780869,1.85167496992765,30.991052324232,246.00231797981,66.6532501953894,13.8323646864567,3.66969378624614,0.214871560220276,2458536.12496278,1675.41949074575,0.997162,2.04607,3.064,5.8994e-08,1.7806e-08,1.6299e-07,7.0127e-06,1.2621e-05,1.5112e-05,1.3733e-05,2.3668e-08,2.0788e-09,6.348e-05,1.6209e-05,0.53176,0,0,"B"
"717",724,2401,12.8,7.437,0.291,8.1127,0.375,2458600.5,0.1305202561724,2.22182073081216,1.93182811985741,5.16813866098585,337.645661522701,64.7801654837406,298.192937887432,2.51181334176691,0.297605225096075,2458808.18137418,1209.65618088117,0.945907,2.865,3.632,3.7159e-08,8.0019e-09,8.1485e-08,5.102e-06,4.2174e-05,4.6859e-05,2.1504e-05,9.0463e-09,1.6077e-09,7.2639e-05,6.5349e-06,0.46887,0,0,"S"
"722",729,2445,13,12.954,0.079,3.613,0.12,2458600.5,0.161291664128926,2.35492756526203,1.97509737935783,3.31094060755928,22.0847214254103,251.46466887695,135.484029526365,2.73475775116622,0.272733034103367,2458103.73571924,1319.97211552877,0.961447,2.37547,3.535,3.2071e-08,8.726e-09,7.584e-08,4.2325e-06,6.6504e-05,6.7926e-05,1.416e-05,1.0133e-08,1.5159e-09,5.1648e-05,7.3366e-06,0.45261,0,0,"B"
"723",730,2447,10.8,38.519,0.055,10.059,0.177,2458600.5,0.117454226555727,2.79025343462605,2.46252637556759,17.6875925329239,131.091411973268,72.609859372585,117.302141148646,3.11798049368452,0.211465048741822,2458045.78827886,1702.40898976892,1.52794,2.03751,3.251,3.7342e-08,1.4477e-08,1.0553e-07,4.9144e-06,1.333e-05,2.4011e-05,2.0425e-05,1.6177e-08,1.6457e-09,9.5808e-05,1.3249e-05,0.42797,0,0,"L"
"727",734,2477,12.1,9.238,0.252,25.885,0.112,2458600.5,0.0688375723596011,2.22535324850361,2.07216533323407,4.1398658575323,228.798106672746,233.637237445231,281.608441455532,2.37854116377315,0.296896880202589,2458864.53631622,1212.5422124825,1.09225,2.70761,3.64,3.3021e-08,7.1163e-09,7.3477e-08,3.4912e-06,5.9949e-05,6.8523e-05,3.4355e-05,7.6062e-09,1.4241e-09,0.00011613,5.8163e-06,0.42035,0,0,"S"
"729",736,2503,11.9,10.579,0.301,8.738,0.311,2458600.5,0.0887327351988479,2.76016913342965,2.515251776609,4.07283893432625,9.99642670802675,160.796744885758,177.421099729045,3.0050864902503,0.214931728592873,2457775.02345966,1674.95047081633,1.52162,1.96074,3.332,3.858e-08,1.2101e-08,1.0503e-07,4.1278e-06,5.2123e-05,5.5972e-05,2.0864e-05,1.3175e-08,1.4135e-09,9.6304e-05,1.1015e-05,0.48679,0,0,"S"
"737",744,2574,12.7,6.409,0.392,9.48,0.286,2458600.5,0.123137360702729,2.2399739469146,1.96414946704867,4.67389918605783,321.969556279563,287.461416396501,255.859720133375,2.51579842678054,0.293994782609564,2458954.72492516,1224.51152637662,0.955978,2.52865,3.621,3.039e-08,7.6135e-09,6.7542e-08,4.6356e-06,4.5581e-05,5.0098e-05,2.1451e-05,8.551e-09,1.4989e-09,7.3332e-05,6.243e-06,0.48176,0,0,"S"
"738",745,2578,13.4,4.604,0.526,3.63599,0.369,2458600.5,0.0748507208612271,2.21021361908632,2.04477753644041,5.77596673392991,280.945136646921,334.122785713003,318.22682036213,2.37564970173224,0.299952646373021,2458739.76591461,1200.18944441085,1.03098,2.66248,3.647,4.75e-08,9.0554e-09,1.0347e-07,5.1831e-06,3.8993e-05,4.922e-05,3.2873e-05,9.7332e-09,1.8434e-09,0.00010995,7.3759e-06,0.47824,0,0,"V"
"741",748,2628,15,4.884,0.066,123.171,1.222,2458600.5,0.229207128837095,1.74040822808293,1.34149425511959,23.4402882444202,343.453707403006,280.673778845279,358.293178577436,2.13932220104628,0.429266880283195,2458604.47613117,838.639122968214,0.48455,3.20292,4.023,5.0196e-08,6.365e-09,8.7048e-08,7.7611e-06,1.3685e-05,2.1724e-05,2.2216e-05,7.8239e-09,2.3549e-09,5.1765e-05,4.6006e-06,0.55138,0,0,"B"
"745",752,2674,12.2,10.96,0.213,1060,0.186,2458600.5,0.101374347857691,2.21339152589649,1.98901040340499,2.751228474526,5.85951373521293,1.85611876867997,276.298926535917,2.43777264838798,0.299306886699879,2458880.14967458,1202.77887344764,0.986738,2.96515,3.647,4.5335e-08,7.1092e-09,9.9989e-08,4.9862e-06,7.207e-05,7.4169e-05,1.9008e-05,7.8299e-09,1.442e-09,6.4066e-05,5.7948e-06,0.46467,0,0,"S"
"749",756,2708,13.1,6.559,0.259,5.2564,0.196,2458600.5,0.0697571077710911,2.19509018469372,2.04196704211278,2.73276251299905,241.119176502474,308.0568323853,141.313918629127,2.34821332727467,0.303057839046781,2458134.20644009,1187.8920576096,1.04343,2.61565,3.665,4.0329e-08,7.1658e-09,8.9264e-08,5.0668e-06,7.5541e-05,8.2557e-05,3.3601e-05,7.6657e-09,1.484e-09,0.00011078,5.8168e-06,0.4836,0,0,"S"
